NO,UP3,ULP,PENYULANG,ALAMAT,NOMOR_GARDU,NOMOR_TIANG,PHASA,DAYA_KVA,MERK,BEBAN_NOMINAL_AMPERE,JUR_X1_A,JUR_X2_A,JUR_X3_A,N_A_A,JUR_X1_B,JUR_X2_B,JUR_X3_B,N_A_B,BEBAN_REAL_AMPERE,Persentase_BEBAN,TEG_PANGKAL_X1_A,TEG_PANGKAL_X2_A,TEG_PANGKAL_X1_B,TEG_PANGKAL_X2_B,TEG_UJUNG_X1_A,TEG_UJUNG_X2_A,TEG_UJUNG_X1_B,TEG_UJUNG_X2_B,TEG_TM,FREK,TANGGAL,JAM,PETUGAS,KETERANGAN
197,CILACAP,GOMBONG,GBG 08,,,GBG04-112-S82,1,50,SINTRA,227.27,26.30,51.30,,13.10,,,,,77.6,0.34,230.00,,,,225.00,,,,20.45,50.00,2018-05-20,19.59,YULI PUSPITO/HERY SUGIYANTO,
198,CILACAP,GOMBONG,GBG 10,,,GBG04-112-S82-B04-U06,1,50,B & D,227.27,33.60,41.50,,41.40,,,,,75.1,0.33,233.00,,,,228.00,,,,20.73,50.00,2018-05-20,20.04,YULI PUSPITO/HERY SUGIYANTO,
199,CILACAP,GOMBONG,GBG 06,,,GBG04-112-S82-B07,1,50,J & P,227.27,64.40,84.70,,27.90,,,,,149.1,0.66,233.00,,,,228.00,,,,20.73,50.00,2018-05-20,20.08,YULI PUSPITO/HERY SUGIYANTO,
200,CILACAP,GOMBONG,GBG 06,,,GBG04-112-S82-B26,1,50,B & D,227.27,55.80,48.50,,2.40,,,,,104.3,0.46,234.00,,,,229.00,,,,20.82,50.00,2018-05-20,20.13,YULI PUSPITO/HERY SUGIYANTO,
201,CILACAP,GOMBONG,GBG 04,,,GBG04-112-S82-B38,1,50,B & D,227.27,57.30,72.40,,16.70,,,,,129.7,0.57,229.00,,,,224.00,,,,20.36,50.00,2018-05-20,20.16,YULI PUSPITO/HERY SUGIYANTO,TRAFO REMBES
202,CILACAP,GOMBONG,GBG 05,,,GBG04-112-S82-B52,1,25,TRAFINDO,113.64,20.70,19.90,,17.80,,,,,40.6,0.36,222.00,,,,217.00,,,,19.73,50.00,2018-05-20,20.20,YULI PUSPITO/HERY SUGIYANTO,
203,CILACAP,GOMBONG,GBG 10,,,GBG04-112-S82-B04-B52-U11,1,50,VOLTRA,227.27,58.00,38.20,,0.00,,,,,96.2,0.42,235.00,,,,230.00,,,,20.91,50.00,2018-05-20,20.25,YULI PUSPITO/HERY SUGIYANTO,
204,CILACAP,GOMBONG,KBM 04,,,GBG04-112-S82-B62,1,25,COOPER,113.64,31.60,28.00,,0.00,,,,,59.6,0.52,235.00,,,,230.00,,,,20.91,50.00,2018-05-20,20.29,YULI PUSPITO/HERY SUGIYANTO,
205,CILACAP,GOMBONG,GBG 10,,,GBG04-112-S82-B04-B94,1,25,B & D,113.64,15.90,18.30,,2.30,,,,,34.2,0.30,236.00,,,,231.00,,,,21.00,50.00,2018-05-20,20.37,YULI PUSPITO/HERY SUGIYANTO,
206,CILACAP,GOMBONG,GBG 10,,,GBG04-112-S82-B04-B105,1,25,COOPER,113.64,16.70,28.30,,3.20,,,,,45,0.40,225.00,,,,220.00,,,,20.00,50.00,2018-05-20,20.43,YULI PUSPITO/HERY SUGIYANTO,
207,CILACAP,GOMBONG,GBG 04,,,GBG04-112-S82-B04-B115,1,25,SINTRA,113.64,41.30,25.60,,39.80,,,,,66.9,0.59,225.00,,,,220.00,,,,20.00,50.00,2018-05-20,20.51,YULI PUSPITO/HERY SUGIYANTO,
208,CILACAP,GOMBONG,GBG 09,,,GBG04-112-S82-B04-B89-T06,1,50,TRAFINDO,227.27,49.40,33.60,,8.80,,,,,83,0.37,237.92,,,,232.92,,,,21.17,50.00,2018-05-21,18.15,YULI PUSPITO/HERY SUGIYANTO,
209,CILACAP,GOMBONG,GBG 10,,,GBG04-112-S82-B04-B89-T20,1,50,TRAFINDO,227.27,60.70,84.10,,32.60,,,,,144.8,0.64,210.00,,,,205.00,,,,18.63,50.00,2018-05-21,18.20,YULI PUSPITO/HERY SUGIYANTO,BUSING X2 LOST KONTAK
210,CILACAP,GOMBONG,GBG 02,,,GBG04-112-S82-B04-B89-T35,1,25,MORAWA,113.64,17.30,17.80,,0.00,,,,,35.1,0.31,216.00,,,,211.00,,,,19.18,50.00,2018-05-21,18.24,YULI PUSPITO/HERY SUGIYANTO,
211,CILACAP,GOMBONG,GBG 10,,,GBG04-112-S82-B138,1,50,B & D,227.27,54.60,57.30,,57.60,,,,,111.9,0.49,216.14,,,,211.14,,,,19.19,50.00,2018-05-21,18.28,YULI PUSPITO/HERY SUGIYANTO,
212,CILACAP,GOMBONG,GBG 06,,,GBG04-112-S82-B138-S07,1,50,SINTRA,227.27,68.90,50.00,,17.00,,,,,118.9,0.52,228.50,,,,223.50,,,,20.32,50.00,2018-05-21,18.36,YULI PUSPITO/HERY SUGIYANTO,
213,CILACAP,GOMBONG,GBG 06,,,GBG04-112-S82-B152,1,50,STARLITE,227.27,107.00,77.50,,0.00,,,,,184.5,0.81,220.80,,,,215.80,,,,19.62,50.00,2018-05-21,18.39,YULI PUSPITO/HERY SUGIYANTO,
214,CILACAP,GOMBONG,GBG 06,,,GBG04-112-S82-B157-U04,1,25,B & D,113.64,41.30,24.40,,13.30,,,,,65.7,0.58,232.62,,,,227.62,,,,20.69,50.00,2018-05-21,18.48,YULI PUSPITO/HERY SUGIYANTO,
215,CILACAP,GOMBONG,GBG 04,,,GBG04-112-S82-B157-U17,1,50,TRAFINDO,227.27,27.30,86.80,,88.40,,,,,114.1,0.50,232.00,,,,227.00,,,,20.63,50.00,2018-05-21,18.53,YULI PUSPITO/HERY SUGIYANTO,
216,CILACAP,GOMBONG,GBG 10,,,GBG04-112-S82-B157-U17-T07,1,50,B & D,227.27,96.30,62.70,,2.50,,,,,159,0.70,221.95,,,,216.95,,,,19.72,50.00,2018-05-21,18.57,YULI PUSPITO/HERY SUGIYANTO,
217,CILACAP,GOMBONG,GBG 06,,,GBG04-112-S82-B157-U30,1,50,B & D,227.27,24.80,84.30,,38.40,,,,,109.1,0.48,243.90,,,,238.90,,,,21.72,50.00,2018-05-21,19.06,YULI PUSPITO/HERY SUGIYANTO,
218,CILACAP,GOMBONG,GBG 10,,,GBG04-112-S82-B157-U22-S10,1,50,B & D,227.27,87.50,88.00,,87.90,,,,,175.5,0.77,227.00,,,,222.00,,,,20.18,50.00,2018-05-21,19.10,YULI PUSPITO/HERY SUGIYANTO,
219,CILACAP,GOMBONG,GBG 02,,,GBG04-112-S82-B165,1,50,SINTRA,227.27,138.00,91.90,,19.10,,,,,229.9,1.01,226.10,,,,221.10,,,,20.10,50.00,2018-05-21,19.16,YULI PUSPITO/HERY SUGIYANTO,
220,CILACAP,GOMBONG,GBG 02,,,GBG04-112-S82-B165-T09,1,50,B & D,227.27,22.00,21.20,,1.80,,,,,43.2,0.19,223.42,,,,218.42,,,,19.85,50.00,2018-05-21,19.27,YULI PUSPITO/HERY SUGIYANTO,
221,CILACAP,GOMBONG,GBG 10,,,GBG04-112-S82-B165-T18,1,50,SINTRA,227.27,12.90,33.50,,10.30,,,,,46.4,0.20,230.49,,,,225.49,,,,20.50,50.00,2018-05-21,19.36,YULI PUSPITO/HERY SUGIYANTO,
222,CILACAP,GOMBONG,GBG 02,,,GBG02-118,1,50,TRAFINDO,227.27,75.40,51.50,,68.40,,,,,126.9,0.56,230.00,,,,225.00,,,,20.45,50.00,2018-05-21,19.39,YULI PUSPITO/HERY SUGIYANTO,
223,CILACAP,GOMBONG,GBG 02,,,GBG02-119-S007,1,50,B & D,227.27,54.30,54.50,,13.10,,,,,108.8,0.48,230.15,,,,225.15,,,,20.47,50.00,2018-05-21,19.45,YULI PUSPITO/HERY SUGIYANTO,
224,CILACAP,GOMBONG,GBG 02,,,GBG02-119-S023,1,50,SINTRA,227.27,72.00,72.30,,8.40,,,,,144.3,0.63,220.00,,,,215.00,,,,19.54,50.00,2018-05-21,19.52,YULI PUSPITO/HERY SUGIYANTO,
225,CILACAP,GOMBONG,GBG 02,,,GBG02-119-B030,1,50,SINTRA,227.27,57.40,17.60,,34.30,,,,,75,0.33,230.90,,,,225.90,,,,20.53,50.00,2018-05-21,19.58,YULI PUSPITO/HERY SUGIYANTO,
226,CILACAP,GOMBONG,GBG 02,,,GBG02-119,1,50,SINTRA,227.27,30.40,45.30,,11.00,,,,,75.7,0.33,220.40,,,,215.40,,,,19.58,50.00,2018-05-21,20.07,YULI PUSPITO/HERY SUGIYANTO,
227,CILACAP,GOMBONG,GBG 02,,,GBG02-123,1,50,COOPER,227.27,45.30,46.00,,8.50,,,,,91.3,0.40,231.20,,,,226.20,,,,20.56,50.00,2018-05-21,20.23,YULI PUSPITO/HERY SUGIYANTO,
228,CILACAP,GOMBONG,GBG 02,,,GBG02-123-U004,1,50,TRAFINDO,227.27,65.60,73.20,,6.40,,,,,138.8,0.61,220.40,,,,215.40,,,,19.58,50.00,2018-05-21,20.30,YULI PUSPITO/HERY SUGIYANTO,
229,CILACAP,GOMBONG,GBG 02,,,GBG02-123-U007,1,25,B & D,113.64,21.50,35.20,,35.30,,,,,56.7,0.50,234.20,,,,229.20,,,,20.83,50.00,2018-05-21,20.33,YULI PUSPITO/HERY SUGIYANTO,
230,CILACAP,GOMBONG,GBG 02,,,GBG02-107-U012-T007,1,50,B & D,227.27,20.90,30.10,,30.60,,,,,51,0.22,232.13,,,,227.13,,,,20.65,50.00,2018-05-21,20.37,YULI PUSPITO/HERY SUGIYANTO,
231,CILACAP,GOMBONG,GBG 02,,,GBG02-107-U012-T007,1,50,TRAFINDO,227.27,44.60,44.00,,1.90,,,,,88.6,0.39,232.13,,,,227.13,,,,20.65,50.00,2018-05-21,20.39,YULI PUSPITO/HERY SUGIYANTO,
232,CILACAP,GOMBONG,GBG 02,,,GBG02-107-U012-T014,1,50,B & D,227.27,16.80,17.90,,2.20,,,,,34.7,0.15,232.00,,,,227.00,,,,20.63,50.00,2018-05-21,20.43,YULI PUSPITO/HERY SUGIYANTO,
233,CILACAP,GOMBONG,GBG 10,,,GBG10-352-S008,1,50,B & D,227.27,49.30,102.00,,40.00,,,,,151.3,0.67,194.90,,,,189.90,,,,17.26,50.00,2019-05-05,18.00,YULI PUSPITO/HERY SUGIYANTO,
234,CILACAP,GOMBONG,GBG 10,,,GBG10-352-S010,1,50,TRAFINDO,227.27,13.70,97.40,,98.70,,,,,111.1,0.49,222.70,,,,217.70,,,,19.79,50.00,2019-05-05,18.10,YULI PUSPITO/HERY SUGIYANTO,
235,CILACAP,GOMBONG,GBG 10,,,GBG10-352-S016,1,50,TRAFINDO,227.27,8.20,50.40,,40.90,,,,,58.6,0.26,215.80,,,,210.80,,,,19.16,50.00,2019-05-05,18.17,YULI PUSPITO/HERY SUGIYANTO,
236,CILACAP,GOMBONG,GBG 10,,,GBG10-352-S024,1,50,TRAFINDO,227.27,76.60,78.60,,9.50,,,,,155.2,0.68,219.60,,,,214.60,,,,19.51,50.00,2019-05-05,18.30,YULI PUSPITO/HERY SUGIYANTO,TRAFO REMBES
237,CILACAP,GOMBONG,GBG 10,,,GBG10-352-S018-T011,1,50,TRAFINDO,227.27,68.50,26.60,,111.00,,,,,95.1,0.42,220.36,,,,215.36,,,,19.58,50.00,2019-05-05,18.35,YULI PUSPITO/HERY SUGIYANTO,
238,CILACAP,GOMBONG,GBG 10,,,GBG10-362-U010,1,50,B & D,227.27,43.50,65.80,,21.80,,,,,109.3,0.48,218.00,,,,213.00,,,,19.36,50.00,2019-05-05,18.48,YULI PUSPITO/HERY SUGIYANTO,
239,CILACAP,GOMBONG,GBG 10,,,GBG10-362-U024,1,50,B & D,227.27,72.90,35.90,,39.30,,,,,108.8,0.48,205.20,,,,200.20,,,,18.20,50.00,2019-05-05,19.00,YULI PUSPITO/HERY SUGIYANTO,
240,CILACAP,GOMBONG,GBG 10,,,GBG10-362-U034,1,50,MORAWA,227.27,55.00,46.20,,4.40,,,,,101.2,0.45,221.50,,,,216.50,,,,19.68,50.00,2019-05-05,19.03,YULI PUSPITO/HERY SUGIYANTO,
241,CILACAP,GOMBONG,GBG 10,,,GBG10-362-U036,1,50,B & D,227.27,54.00,4.40,,24.70,,,,,58.4,0.26,221.40,,,,216.40,,,,19.67,50.00,2019-05-05,19.05,YULI PUSPITO/HERY SUGIYANTO,
242,CILACAP,GOMBONG,GBG 10,,,GBG01-120-S35-B23-S24-B23-S18-B10-S8,1,50,B & D,227.27,29.70,17.80,,6.70,,,,,47.5,0.21,222.70,,,,217.70,,,,19.79,50.00,2019-05-05,19.10,YULI PUSPITO/HERY SUGIYANTO,
243,CILACAP,GOMBONG,GBG 10,,,GBG01-120-S35-B23-S24-B23-S18-B16,1,50,SINTRA,227.27,0.00,0.00,,0.00,,,,,0,0.00,0.00,,,,0.00,,,,0.00,50.00,2019-05-05,19.21,YULI PUSPITO/HERY SUGIYANTO,
244,CILACAP,GOMBONG,GBG 10,,,GBG01-120-S35-B23-S24-B23-S18-B27,1,50,SINTRA,227.27,82.10,84.80,,6.90,,,,,166.9,0.73,221.53,,,,216.53,,,,19.68,50.00,2019-05-05,19.27,YULI PUSPITO/HERY SUGIYANTO,
245,CILACAP,GOMBONG,GBG 02,,,GBG01-122,1,50,B & D,227.27,81.50,84.50,,8.30,,,,,166,0.73,220.00,,,,215.00,,,,19.54,50.00,2019-05-05,19.32,YULI PUSPITO/HERY SUGIYANTO,
246,CILACAP,GOMBONG,GBG 10,,,GBG01-130,1,50,B & D,227.27,5.80,45.80,,42.60,,,,,51.6,0.23,223.00,,,,218.00,,,,19.82,50.00,2019-05-05,19.40,YULI PUSPITO/HERY SUGIYANTO,
247,CILACAP,GOMBONG,GBG 05,,,GBG01-132,1,50,MAJINTRA,227.27,63.50,65.50,,56.60,,,,,129,0.57,226.00,,,,221.00,,,,20.09,50.00,2019-05-05,19.50,YULI PUSPITO/HERY SUGIYANTO,
248,CILACAP,GOMBONG,GBG 05,,,GBG01-142-T3,1,50,MAJINTRA,227.27,63.30,78.00,,69.40,,,,,141.3,0.62,198.50,,,,193.50,,,,17.59,50.00,2019-05-05,20.10,YULI PUSPITO/HERY SUGIYANTO,
249,CILACAP,GOMBONG,GBG 05,,,GBG01-147,1,25,B & D,113.64,10.30,46.30,,5.80,,,,,56.6,0.50,214.00,,,,209.00,,,,19.00,50.00,2019-05-05,20.18,YULI PUSPITO/HERY SUGIYANTO,
250,CILACAP,GOMBONG,GBG 04,,,GBG01-148,1,50,TRAFINDO,227.27,57.70,56.30,,2.00,,,,,114,0.50,221.40,,,,216.40,,,,19.67,50.00,2019-05-06,18.30,YULI PUSPITO/HERY SUGIYANTO,
251,CILACAP,GOMBONG,GBG 02,,,GBG01-160,1,50,SINTRA,227.27,53.40,69.50,,13.30,,,,,122.9,0.54,220.70,,,,215.70,,,,19.61,50.00,2019-05-06,18.36,YULI PUSPITO/HERY SUGIYANTO,
252,CILACAP,GOMBONG,GBG 04,,,GBG01-160-B8,1,50,SINTRA,227.27,87.00,87.10,,92.80,,,,,174.1,0.77,219.00,,,,214.00,,,,19.45,50.00,2019-05-06,18.40,YULI PUSPITO/HERY SUGIYANTO,
253,CILACAP,GOMBONG,GBG 04,,,GBG01-160-B9,1,50,SINTRA,227.27,37.90,48.60,,15.60,,,,,86.5,0.38,221.18,,,,216.18,,,,19.65,50.00,2019-05-07,18.27,YULI PUSPITO/HERY SUGIYANTO,
254,CILACAP,GOMBONG,GBG 10,,,GBG01-183-B2-S11,1,25,B & D,113.64,50.40,39.70,,10.60,,,,,90.1,0.79,211.20,,,,206.20,,,,18.74,50.00,2019-05-07,18.47,YULI PUSPITO/HERY SUGIYANTO,
255,CILACAP,GOMBONG,GBG 10,,,GBG01-183-B4-S7,1,50,TRAFINDO,227.27,34.30,50.40,,39.70,,,,,84.7,0.37,192.60,,,,187.60,,,,17.05,50.00,2019-05-07,19.06,YULI PUSPITO/HERY SUGIYANTO,
256,CILACAP,GOMBONG,GBG 02,,,GBG01-183-B5,1,25,MAJINTRA,113.64,69.30,53.70,,12.50,,,,,123,1.08,233.10,,,,228.10,,,,20.73,50.00,2019-05-07,19.08,YULI PUSPITO/HERY SUGIYANTO,TRAFO REMBES
257,CILACAP,GOMBONG,GBG 10,,,GBG01-184,1,50,UNINDO,227.27,45.20,64.20,,17.20,,,,,109.4,0.48,220.10,,,,215.10,,,,19.55,50.00,2019-05-07,19.10,YULI PUSPITO/HERY SUGIYANTO,
258,CILACAP,GOMBONG,GBG 10,,,GBG01-185,1,25,B & D,113.64,23.20,31.50,,9.20,,,,,54.7,0.48,220.20,,,,215.20,,,,19.56,50.00,2019-05-07,19.12,YULI PUSPITO/HERY SUGIYANTO,
259,CILACAP,GOMBONG,GBG 04,,,GBG02 0009 T2,1,50,SINTRA,227.27,80.60,89.10,,7.00,,,,,169.7,0.75,220.60,,,,215.60,,,,19.60,50.00,2019-05-07,19.45,YULI PUSPITO/HERY SUGIYANTO,
260,CILACAP,GOMBONG,GBG 10,,,GBG02 0009 T0003,1,50,TRAFINDO,227.27,67.70,79.40,,4.30,,,,,147.1,0.65,220.30,,,,215.30,,,,19.57,50.00,2019-05-07,19.48,YULI PUSPITO/HERY SUGIYANTO,
261,CILACAP,GOMBONG,GBG 10,,,GBG02 0009 T0006,1,25,COOPER,113.64,22.40,31.70,,11.10,,,,,54.1,0.48,212.30,,,,207.30,,,,18.84,50.00,2019-05-07,19.59,YULI PUSPITO/HERY SUGIYANTO,
262,CILACAP,GOMBONG,GBG 06,,,GBG02 0009 T0003 U0002 b,1,50,SINTRA,227.27,71.60,63.80,,6.00,,,,,135.4,0.60,220.10,,,,215.10,,,,19.55,50.00,2019-05-07,20.15,YULI PUSPITO/HERY SUGIYANTO,
263,CILACAP,GOMBONG,GBG 04,,,GBG02 0009 T0003 U0002,1,50,VOLTRA,227.27,15.30,20.50,,15.20,,,,,35.8,0.16,204.10,,,,199.10,,,,18.10,50.00,2019-05-07,20.20,YULI PUSPITO/HERY SUGIYANTO,
264,CILACAP,GOMBONG,GBG 05,,,GBG02 0011,1,50,SINTRA,227.27,4.40,15.20,,20.50,,,,,19.6,0.09,223.40,,,,218.40,,,,19.85,50.00,2019-05-07,20.36,YULI PUSPITO/HERY SUGIYANTO,
265,CILACAP,GOMBONG,GBG 04,,,GBG02 0023,1,50,B & D,227.27,0.00,0.00,,0.00,,,,,0,0.00,0.00,,,,0.00,,,,0.00,50.00,2019-05-08,18.20,YULI PUSPITO/HERY SUGIYANTO,
266,CILACAP,GOMBONG,GBG 10,,,GBG02 0024,1,25,B & D,113.64,8.10,26.50,,7.50,,,,,34.6,0.30,209.10,,,,204.10,,,,18.55,50.00,2019-05-08,18.25,YULI PUSPITO/HERY SUGIYANTO,
267,CILACAP,GOMBONG,GBG 10,,,GBG02 0028,1,50,VOLTRA,227.27,3.40,10.20,,3.20,,,,,13.6,0.06,210.00,,,,205.00,,,,18.63,50.00,2019-05-08,18.28,YULI PUSPITO/HERY SUGIYANTO,
268,CILACAP,GOMBONG,GBG 10,,,GBG02 0031,1,25,J & P,113.64,15.10,21.00,,20.10,,,,,36.1,0.32,210.50,,,,205.50,,,,18.68,50.00,2019-05-08,18.33,YULI PUSPITO/HERY SUGIYANTO,
269,CILACAP,GOMBONG,GBG 10,,,GBG02 0042,1,25,COOPER,113.64,31.40,12.00,,4.80,,,,,43.4,0.38,212.00,,,,207.00,,,,18.82,50.00,2019-05-08,18.47,YULI PUSPITO/HERY SUGIYANTO,
270,CILACAP,GOMBONG,GBG 05,,,GBG02 0042 S0007,1,50,VOLTRA,227.27,34.80,34.20,,3.70,,,,,69,0.30,218.70,,,,213.70,,,,19.43,50.00,2019-05-08,18.52,YULI PUSPITO/HERY SUGIYANTO,
271,CILACAP,GOMBONG,GBG 05,,,GBG02 0042 S0012,1,50,B & D,227.27,103.00,67.10,,102.00,,,,,170.1,0.75,218.00,,,,213.00,,,,19.36,50.00,2019-05-08,19.00,YULI PUSPITO/HERY SUGIYANTO,
272,CILACAP,GOMBONG,GBG 08,,,GBG02 0042 S0013 B0001,1,50,B & D,227.27,38.80,42.60,,44.40,,,,,81.4,0.36,217.00,,,,212.00,,,,19.27,50.00,2019-05-08,19.07,YULI PUSPITO/HERY SUGIYANTO,
273,CILACAP,GOMBONG,GBG 08,,,GBG02 0054,1,25,MORAWA,113.64,22.50,6.80,,15.40,,,,,29.3,0.26,221.00,,,,216.00,,,,19.63,50.00,2019-05-08,19.14,YULI PUSPITO/HERY SUGIYANTO,
274,CILACAP,GOMBONG,GBG 04,,,GBG.02 0054 T0001 S01 S0004,1,25,MORAWA,113.64,29.70,27.00,,4.70,,,,,56.7,0.50,216.10,,,,211.10,,,,19.19,50.00,2019-05-08,19.22,YULI PUSPITO/HERY SUGIYANTO,
275,CILACAP,GOMBONG,GBG 06,,,GBG.02 0054 T0001 S01 S0009,1,25,COOPER,113.64,30.40,29.00,,0.00,,,,,59.4,0.52,217.10,,,,212.10,,,,19.28,50.00,2019-05-08,19.29,YULI PUSPITO/HERY SUGIYANTO,
276,CILACAP,GOMBONG,KBM 04,,,GBG.02 0054 T0001 S01 S0010,1,25,MORAWA,113.64,29.00,30.40,,15.20,,,,,59.4,0.52,218.00,,,,213.00,,,,19.36,50.00,2019-05-08,19.41,YULI PUSPITO/HERY SUGIYANTO,
277,CILACAP,GOMBONG,GBG 10,,,GBG.02 0054 T0001 S01 S0015,1,25,MORAWA,113.64,25.10,11.00,,2.00,,,,,36.1,0.32,218.50,,,,213.50,,,,19.41,50.00,2019-05-08,20.02,YULI PUSPITO/HERY SUGIYANTO,
278,CILACAP,GOMBONG,GBG 10,,,GBG.02 0054 T0001 S01 S0021,1,50,B & D,227.27,14.40,69.30,,58.10,,,,,83.7,0.37,204.40,,,,199.40,,,,18.13,50.00,2019-05-08,20.12,YULI PUSPITO/HERY SUGIYANTO,
279,CILACAP,GOMBONG,GBG 10,,,GBG.02 0054 T0001 S01 S0018,1,25,COOPER,113.64,12.50,9.40,,12.20,,,,,21.9,0.19,214.00,,,,209.00,,,,19.00,50.00,2019-05-08,20.20,YULI PUSPITO/HERY SUGIYANTO,
280,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U168,1,25,COOPER,113.64,3.70,8.40,,4.70,,,,,12.1,0.11,220.00,,,,215.00,,,,19.54,50.00,2019-05-08,20.26,YULI PUSPITO/HERY SUGIYANTO,
281,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U186,1,25,COOPER,113.64,9.70,19.90,,11.20,,,,,29.6,0.26,221.00,,,,216.00,,,,19.63,50.00,2019-05-08,20.37,YULI PUSPITO/HERY SUGIYANTO,
282,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U123-S007,1,25,MAJINTRA,113.64,20.50,32.50,,10.80,,,,,53,0.47,207.00,,,,202.00,,,,18.36,50.00,2019-05-11,18.45,YULI PUSPITO/HERY SUGIYANTO,
283,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U125-T008,1,50,TRAFINDO,227.27,23.10,33.40,,9.30,,,,,56.5,0.25,220.00,,,,215.00,,,,19.54,50.00,2019-05-11,19.00,YULI PUSPITO/HERY SUGIYANTO,
284,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U140-T006,1,25,COOPER,113.64,10.00,18.20,,17.50,,,,,28.2,0.25,200.00,,,,195.00,,,,17.73,50.00,2019-05-11,19.09,YULI PUSPITO/HERY SUGIYANTO,
285,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U158-B006,1,25,COOPER,113.64,8.30,24.20,,1.40,,,,,32.5,0.29,229.00,,,,224.00,,,,20.36,50.00,2019-05-11,19.19,YULI PUSPITO/HERY SUGIYANTO,
286,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U158-T011,1,25,COOPER,113.64,27.20,11.90,,16.50,,,,,39.1,0.34,212.00,,,,207.00,,,,18.82,50.00,2019-05-11,19.30,YULI PUSPITO/HERY SUGIYANTO,
287,CILACAP,GOMBONG,GBG 10,,,GBG10-384-U169-T012,1,25,COOPER,113.64,24.70,8.80,,15.10,,,,,33.5,0.29,204.00,,,,199.00,,,,18.09,50.00,2019-05-11,19.48,YULI PUSPITO/HERY SUGIYANTO,
288,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T013,3,100,STARLITE,454.55,57.50,20.50,52.70,0.00,,,,,130.7,0.29,376.60,363.50,,,375.10,362.50,,,19.40,50.00,2019-05-12,09.38,YULI PUSPITO/HERY SUGIYANTO,
289,CILACAP,GOMBONG,GBG 06,,,GBG06-049-T013,3,160,UNINDO,727.27,91.00,104.00,90.50,8.30,,,,,285.5,0.39,396.20,393.30,,,395.20,392.30,,,20.71,50.00,2019-05-12,09.43,YULI PUSPITO/HERY SUGIYANTO,
290,CILACAP,GOMBONG,GBG 06,,,GBG06-052,3,100,TRAFINDO,454.55,59.60,46.10,69.10,62.90,,,,,174.8,0.38,406.10,390.50,,,405.10,389.50,,,20.90,50.00,2019-05-12,09.55,YULI PUSPITO/HERY SUGIYANTO,
291,CILACAP,GOMBONG,GBG 06,,,GBG06-053-S004,3,160,TRAFINDO,727.27,42.20,63.30,68.40,28.90,,,,,173.9,0.24,405.40,403.40,,,404.40,402.40,,,21.22,50.00,2019-05-12,10.00,YULI PUSPITO/HERY SUGIYANTO,
292,CILACAP,GOMBONG,GBG 06,,,GBG06-056,3,160,TRAFINDO,727.27,83.90,84.90,91.20,32.60,,,,,260,0.36,393.70,395.30,,,392.70,394.30,,,20.70,50.00,2019-05-12,10.07,YULI PUSPITO/HERY SUGIYANTO,
293,CILACAP,GOMBONG,GBG 06,,,GBG06-057,3,50,B & D,227.27,42.40,40.60,34.00,32.60,,,,,117,0.51,384.50,381.00,,,383.50,380.00,,,20.08,50.00,2019-05-12,10.12,YULI PUSPITO/HERY SUGIYANTO,
294,CILACAP,GOMBONG,GBG 06,,,GBG06-058,3,100,STARLITE,454.55,69.20,21.00,10.50,28.00,,,,,100.7,0.22,378.10,385.90,,,377.10,384.90,,,20.04,50.00,2019-05-12,10.17,YULI PUSPITO/HERY SUGIYANTO,
295,CILACAP,GOMBONG,GBG 06,,,GBG06-063-B004,3,160,TRAFINDO,727.27,57.10,114.10,97.80,53.50,,,,,269,0.37,401.90,402.70,,,400.90,401.70,,,21.11,50.00,2019-05-12,10.27,YULI PUSPITO/HERY SUGIYANTO,
296,CILACAP,GOMBONG,GBG 06,,,GBG06-063-B005-S002,3,160,STARLITE,727.27,79.50,79.70,72.40,13.50,,,,,231.6,0.32,403.60,406.70,,,402.60,405.70,,,21.26,50.00,2019-05-12,10.35,YULI PUSPITO/HERY SUGIYANTO,
297,CILACAP,GOMBONG,GBG 06,,,GBG06-063-B003-S003,3,250,STARLITE,1136.36,15.70,15.00,11.50,6.50,,,,,42.2,0.04,408.00,403.20,,,407.00,402.20,,,21.28,50.00,2019-05-12,10.40,YULI PUSPITO/HERY SUGIYANTO,
298,CILACAP,GOMBONG,GBG 06,,,GBG06-063-B010,3,160,SCHNEIDER,727.27,77.10,57.70,106.40,15.10,,,,,241.2,0.33,404.30,402.10,,,401.30,401.10,,,21.10,50.00,2019-05-12,10.52,YULI PUSPITO/HERY SUGIYANTO,
299,CILACAP,GOMBONG,GBG 06,,,GBG06-063-B014,3,160,UNINDO,727.27,106.50,45.50,102.60,53.10,,,,,254.6,0.35,409.50,401.80,,,408.50,400.80,,,21.28,50.00,2019-05-12,11.00,YULI PUSPITO/HERY SUGIYANTO,
